sid	uid	class	text
262319079690473000	76035417	positive	@muse, @russellhoward AND @kylieminogue all on The Jonathan Ross show tonight = Terrif sat night in! Well done @wossy. #Toofunny
263308041313718000	59086597	neutral	Looks like Rooney, RVP, Rio, Evra, Giggs and Young will all be rested tomorrow. Expecting a few of the youngsters to feature. #MUFC
261487454454964000	165578840	positive	"I love the ""on time"" part=> @EW: Axl Rose shows up on time, gives Jimmy Kimmel 1st live TV interview in 20 years http://ow.ly/eLowO�Â� "
264204096444199000	25332812	positive	Can't wait to see 'Flight' with DENZEL WASHINGTON on tomorrow! Bam! ;-)
260079552624226000	31115170	positive	Tomorrow, the biggest name in music & entertainment is on the show! And no it's not Ricky Martin. Who is it? Click - http://ow.ly/eAru4�Â� 
263840764285575000	16365686	positive	Mizzou beats Kentucky 2-1! Tigers advance to face top-seed Florida in the semis on Friday at 6:30 p.m.
250245868970717000	19219883	positive	Did anyone read the NYT interview with Egyptian president Mohamed Morsi on Saturday? Good read: http://www.nytimes.com/2012/09/23/world/middleeast/egyptian-leader-mohamed-morsi-spells-out-terms-for-us-arab-ties.html?pagewanted=all�Â� �â��¦
249368719225139000	94490783	objective	Anyone wanna tell me why us trending says Bon jovi performed at the Grammys. Aren't they in feb?
259861416369062000	631973360	positive	The Grey huhuhuhu #FuckingAwesome #BTWFTR 670 i'm going to sleep i need it tomorrow i've to work
263348499607851000	310686833	positive	Watchin Step Up <3 the 1st one is the best with Channing Tatum as the main guy >>>
262444330390798000	17005510	objective-OR-neutral	Just found out about the @theatreeagles production of Dickens performs A Christmas Carol, surely a must this December. http://charlesdickensperforms.com�Â� 
261864089171685000	10932622	positive	Just cus it's Friday here are 62 reasons why Bill Murray is awesome http://www.buzzfeed.com/mjkiebus/62-reasons-to-go-batshit-over-the-birth-of-bill-mu-6ygq�Â� �â��¦
261437005261570000	22795009	neutral	My photos up at Photoplus and the Olympus booth. Come out and say hello! Ill be here till Saturday. http://fb.me/ImPWeOir�Â� 
264063156161221000	23972064	objective	What if the world could vote on Nov 6? France leads the Obama camp, including Britain, Peru, Turkey, India among others http://www.foreignpolicy.com/articles/2012/10/31/blue_planet?page=0,2�Â� �â��¦
264090024079929000	62841743	objective-OR-neutral	So Kendrick Lamar 1st week projected sales iz 242k. That's wassup for an artist different from the norm to do those kind of numbers.
208083871324062000	219204111	objective-OR-neutral	Signing Day this Friday for FDAHS. hate the school but I love my senior class, we be on.
263137858599154000	21469334	positive	Thanks, Dave! Great show tonight. Sorry, Craig. I've got to get to bed. I'll catch you tomorrow. @Late_Show David Letterman
257309741989130000	178634427	negative	LMFAOASDFGHJKLOMG. i just saw a picture of Jenelle from the 1st day of school in 5th grade.. damn that nigga changed.
228456198553346000	382438237	positive	@happinessjean Jean, tomorrow is Free KISSING Day! :) Nothing. Just wanna tell you that
264234983735054000	220484183	positive	Got a great piece for you History buffs Friday morning, a game between Schalke & Bayern that marked the end of Germany's greatest ever side.
263001060451439000	144262194	objective-OR-neutral	@CryerRovers Any truth in this interview with Harry Redknapp tomorrow?
247906540076532000	21096722	objective-OR-neutral	"Al Pacino to play Joe Paterno in biopic..this is going to be his 2nd film where he says ""Say hello to my little friend"" -@sethmeyers21"
264217253678035000	304206266	negative	2nd night Parker has been on it ..boy oh boy
256538556066062000	746485639	neutral	[PAGASA] 6:39AM Intermittent light to occasionally moderate rains over southern portions of Negros, Cebu & Bohol may persist for the next...
262708728996983000	822369865	positive	APPLICATIONS ARE DUE THIS FRIDAY NOVEMBER 2!!! Let this video of YES PREP Senior Signing Day inspire you as... http://fb.me/1JDzmfDjU�Â� 
251756790121890000	839191610	objective	Apple CEO apologizes for error-ridden new map app: Apple CEO Tim Cook apologized Friday for the co... http://bit.ly/Qkzc6r�Â�  #coreformulas
261593174953300000	294909271	objective	Jimmy Kimmel Live - Axl Rose, Part 1: Part 1 of Jimmy Kimmel's interview with Axl Rose.Added: Thu Oct 25 11:02:2... http://bit.ly/UJ4SJ4�Â� 
264080095965221000	562839629	objective-OR-neutral	Watch live Queen of the South vs Edinburgh Cit http://stream24football.com/watch-live-queen-of-the-south-vs-edinburgh-city-november-03-2012/�Â� �â��¦
261331545586012000	20788989	negative	I'm listening to the a capellas of The 2nd Law and appreciating how bad ass Bellamy is. Not that I didn't already know from his other albums
264048277568238000	30233254	neutral	Sophia Grace and Rosie look back at highlights from their long singing career (it's their 1st anniversary on... http://fb.me/26TGOCf1x�Â� 
212398867336020000	438212131	positive	Happy Valentines Day <3 !!.....yes, in Brazil, it is celebrated on June 12. Your mind = blown !
263311590533759000	103687151	negative	Refuse to admit that it's 3rd year. Bring on my Groundhog Day
254626058974933000	219249219	positive	cried for every episode of Dream High 2 starting from episode 13!!! T-T tomorrow i shall watch the last and final episode!
264025696240808000	231536379	objective-OR-neutral	CONTINUED ASSAULT - Indianapolis faces a tough Miami defense this Sunday, one that ranks third in the league in yard... http://ow.ly/2sYVcA�Â� 
251536421339410000	154935664	positive	I liked a @YouTube video http://youtu.be/hUlR8jWUKd8?a�Â�  17th GRAMMYs: Paul Simon and John Lennon co-presenting the GRAMMY for Record Of The
263922395860058000	611119672	neutral	1st time I've seen Eleanor respond to hate o.o she seems to sweet to say 1 mean thing! pic.twitter.com/TDlEGKDw
264216735694070000	619575390	negative	omg the music video comes out tomorrow! Btw I still can't get over Harry's voice :') http://www.youtube.com/watch?v=6wBzR7zhA0g&feature=youtube_gdata_player�Â� �â��¦
250619706011177000	207958263	objective	Egypt&#039;s new president Mohamed Morsi on Monday described the relationship between the U.S. and Egypt as some ... http://tf.to/azgeP�Â� 
259020997401919000	391927884	positive	1. Noel Fielding comedy gala tonight :) 2. Work all day tomorrow 3. Granny Smith festival that night
264003176292815000	474643908	objective	Going to Healthy Kids Day: Cover the Kids ... at Boys & Girls Club - Teichert Branch on Sat, Nov 3 http://zvents.com/e/Jev8v/3C�Â� 
264260682885763000	15131462	objective-OR-neutral	Wow .. This is the clip of Dublin's Sunday Times journo Paul Kimmage confronting Lance Armstrong : - YouTube http://bit.ly/SglWAY�Â� 
262517197455372000	372972894	positive	Had a 'low' moment...then I thought, why? 2wks on Tuesday I see Noel Gallagher up close with the best boy in the world...now I'm smiling :0)
263161842308891000	62169540	negative	Gov. Mitch Daniels is rallying Republicans with a rare appearance that may have violated h http://indianapolis.cityandpress.com/node/5377707�Â� 
263602478099071000	18300880	positive	I may be a little too optimistic but I think the Browns vex themselves of the Baltimore curse and beat the Ravens. Maybe its just me lol
263016620165841000	162336197	negative	i always cry wen i listen to Avril singing Tomorrow in Dublin,i just remember everything bad happened to me :/
260787675873825000	19751593	objective	Cupid and Psyche isn't an original Greek myth. It was a story in The Golden Ass by Apuleius and often cited as the 1st Fairy Tale.
258806458093818000	824746536	positive	I comeposed my first Twat on september 15th so technically iv had a twitter for a long time then forgot about it.. good to be back
259402370029605000	820223916	positive	hai @avrillavigne please hear me :D We Want Avril's New Single maybe just teaser 1st it'll oke for me !
258093634002489000	394856294	positive	there is on thing I have learned from the MLB playoffs, Cougar Town on a new network. I can't wait till January. #poundinggrape #PENNYCAN!!!
256323910449103000	89131836	objective-OR-neutral	Jonas Brothers are gonna go live at Fort Canning on the 22nd. Hmmmm.
249438016974774000	301934500	objective-OR-neutral	May of witnessed a girl punch a guy in the face last night and tackled him to the ground at davos
165557445551342000	325679625	positive	@Ascolese11 U r a 5-Star to the Hog fans, VA3!!!!! U got props from the coach Wednesday night at the Signing Day event in the Ville,#WPS!
212391797786288000	26048439	positive	Happy Valentines Day? o.o say what? Is it Feb 14th already?
247739608538952000	303053904	positive	@justinbieber so u sat down with Sophia Grace and Rosie to tea and it was awesome! :D
263735530230002000	621009568	neutral	Police: you have the right to remain silent. what ever you say may be hel against you Me: Harry Styles
249152043816718000	14746895	objective-OR-neutral	The Emmys are the unwatched awards show: In February, the Grammy Awards show blew through the... http://bit.ly/OMg9Rq�Â�  #entertainment #OC
262867854775431000	548599797	objective-OR-neutral	Beating the Retreat ceremony is conducted on the evening of January 29, the third day after the Republic Day. #facts
264198190054650000	331286871	objective-OR-neutral	Art on the Town Friday November 2: 6 brand new locations!
264259101507342000	304105296	positive	I will consider Arsenal to have the potential to win Premier League this season if only they beat Manchester United tomorrow.
255170321894736000	157034526	neutral	@Juventus_FC_fan @Camurria10 Can't really remember but I think it was Capello's 2nd and we started with 9 or 10 wins and ended with Chimenti
262797722409656000	73171523	positive	"rehearsing for Nov 6 ""@MlTTR0MNEY: just called Jim Leyland to congratulate New York Giants on their victorious baseball match #SFGChamps #p2"
260856177297084000	42755468	positive	Just wrote a great song with Mitch Daniels! Really looking forward to performing it with him on Thursday! :)
262267963665682000	607575397	objective	It is Saturday after all. Question - is Giroud the new Torres? and Superbowl switches to Comerica Park for Game 3. Where?
259087733035766000	431791240	objective	Just got done playing Mass Effect 3 multiplayer for PC for alittle bit.Now i'm gonna watch Friday the 13th on the AMC channel. @theRaychul
264239443169399000	374664755	positive	The boys are hot!! #streakin Big win tonight let's do er again tomorrow! #keepitrollin
263779749636215000	341673590	negative	And on Tuesday, Harry Redknapp distanced himself from the job following speculation he was planning talks with the club.
264037041992503000	19070817	positive	I'm excited for TRUNK OR TREAT tomorrow (Nov 2) night at the Boys and Girls Club in Pottstown. It will start at... http://fb.me/1n0uS0hGd�Â� 
264118978048299000	525706921	positive	@ollyofficial have you filmed Jonathan Ross yet??? Can't wait to see it on sat! :) xxx
264019130435400000	566893207	positive	@HoodieMobNV @d00mdom hip hip hooray, meet you in nevada tomorrow so we can prepare.
234017958379274000	608460361	positive	Come out and support #RecapO tomorrow at #SilentNight on 113th and King Dr. from 4-8:30pm!!!!!!! Be the change you want to see.
262858301824459000	471416666	objective	Liverpool looking to activate Demba Ba's 7m buy out clause with Andy Carroll going the other way in january
260994651698373000	415926630	positive	Safe and sound at the hotel! Scotty passed out on the plane and had to get doctors and oxygen. Practice tomorrow,... http://fb.me/1m87TpmYx�Â� 
264146017157530000	807637609	positive	One more day of work before rugby filled weekend. Hurry up Saturday! #esherrugby #refereeing #excited
